name,region,year,income,population,lifeExpectancy
Turkmenistan,Europe & Central Asia,1981,14801.547142857144,2946676.0,61.27
Ukraine,Europe & Central Asia,1981,14801.547142857144,50235677.0,69.74
United Kingdom,Europe & Central Asia,1981,17940.78,56382597.0,74.06
Uzbekistan,Europe & Central Asia,1981,14801.547142857144,16413399.0,65.77
Australia,East Asia & Pacific,1981,19841.88,14923260.0,74.96
Brunei,East Asia & Pacific,1981,61817.06,192831.0,71.01
Cambodia,East Asia & Pacific,1981,597.38,7059498.0,43.67
China,East Asia & Pacific,1981,977.54,993861000.0,66.45
Fiji,East Asia & Pacific,1981,3502.68,646772.0,64.11
French Polynesia,East Asia & Pacific,1981,18420.35,155686.0,65.02
"Hong Kong, China",East Asia & Pacific,1981,14392.75,5183400.0,74.92
Indonesia,East Asia & Pacific,1981,1608.11,150134000.0,55.16
Japan,East Asia & Pacific,1981,18938.11,117648092.0,76.6
"Korea, Dem. Rep.",East Asia & Pacific,1981,3373.0,17384008.0,68.66
"Korea, Rep.",East Asia & Pacific,1981,4558.0,38723000.0,66.19
"Macao, China",East Asia & Pacific,1981,15839.15,260929.0,72.68
Malaysia,East Asia & Pacific,1981,4758.29,14096663.0,67.21
"Micronesia, Fed. Sts.",East Asia & Pacific,1981,5037.39,79581.0,65.28
Mongolia,East Asia & Pacific,1981,1897.49,1708832.0,56.86
Myanmar,East Asia & Pacific,1981,970.19,34019441.0,57.84
New Caledonia,East Asia & Pacific,1981,24658.06,142500.0,67.77
New Zealand,East Asia & Pacific,1981,17445.44,3185450.0,73.74
Papua New Guinea,East Asia & Pacific,1981,1761.06,3064312.0,51.71
Philippines,East Asia & Pacific,1981,2573.77,52195262.0,61.54
Samoa,East Asia & Pacific,1981,3343.02,156046.0,60.42
Singapore,East Asia & Pacific,1981,14781.26,2535368.0,71.44
Solomon Islands,East Asia & Pacific,1981,1477.18,241354.0,58.77
Taiwan,East Asia & Pacific,1981,7980.0,18177430.0,71.65
Thailand,East Asia & Pacific,1981,2313.84,47936504.0,66.71
Timor-Leste,East Asia & Pacific,1981,9249.740357142855,576054.0,36.3
Tonga,East Asia & Pacific,1981,2836.58,91769.0,67.75
Vietnam,East Asia & Pacific,1981,668.83,54902677.0,58.09
Vanuatu,East Asia & Pacific,1981,2624.32,120223.0,59.14
Angola,Sub-Saharan Africa,1982,2756.95,7016384.0,40.85
Benin,Sub-Saharan Africa,1982,1277.9,3641603.0,51.15
Botswana,Sub-Saharan Africa,1982,4551.14,970347.0,61.38
Burkina Faso,Sub-Saharan Africa,1982,807.2,6634596.0,45.49
Burundi,Sub-Saharan Africa,1982,559.6,4580410.0,47.44
Cameroon,Sub-Saharan Africa,1982,2367.98,9250831.0,52.44
Cape Verde,Sub-Saharan Africa,1982,1181.35,304586.0,62.57
Chad,Sub-Saharan Africa,1982,797.91,4875118.0,49.14
Comoros,Sub-Saharan Africa,1982,1267.1,348643.0,52.73
"Congo, Dem. Rep.",Sub-Saharan Africa,1982,673.75,30646495.0,47.08
"Congo, Rep.",Sub-Saharan Africa,1982,4879.51,1774735.0,60.15
Cote d'Ivoire,Sub-Saharan Africa,1982,2602.71,9025951.0,56.2
Equatorial Guinea,Sub-Saharan Africa,1982,927.83,285483.0,43.52
Eritrea,Sub-Saharan Africa,1982,524.88,2637297.0,43.99
Ethiopia,Sub-Saharan Africa,1982,577.86,38111756.0,43.72
Gabon,Sub-Saharan Africa,1982,15113.36,753874.0,56.15
Ghana,Sub-Saharan Africa,1982,876.03,11400338.0,53.61
Guinea,Sub-Saharan Africa,1982,857.25,4710497.0,44.43
Guinea-Bissau,Sub-Saharan Africa,1982,838.12,825987.0,41.08
Kenya,Sub-Saharan Africa,1982,1348.23,17661452.0,58.59
Lesotho,Sub-Saharan Africa,1982,797.26,1411807.0,54.9
Liberia,Sub-Saharan Africa,1982,572.2,1956875.0,47.52
Madagascar,Sub-Saharan Africa,1982,1302.88,9171477.0,48.8
Malawi,Sub-Saharan Africa,1982,632.8,6502825.0,45.56
Mali,Sub-Saharan Africa,1982,618.01,6998256.0,40.64
Mauritania,Sub-Saharan Africa,1982,1481.15,1622136.0,53.64
Mauritius,Sub-Saharan Africa,1982,3688.04,992040.0,66.58
Mayotte,Sub-Saharan Africa,1982,2059.469555555556,57431.0,69.11
Mozambique,Sub-Saharan Africa,1982,462.21,12587223.0,42.81
Namibia,Sub-Saharan Africa,1982,4191.1,1099010.0,58.87
Niger,Sub-Saharan Africa,1982,909.72,6437188.0,39.76
Nigeria,Sub-Saharan Africa,1982,1576.97,73039376.0,44.93
Reunion,Sub-Saharan Africa,1982,5267.22,517810.0,69.57
Rwanda,Sub-Saharan Africa,1982,881.57,5507565.0,46.67
Sao Tome and Principe,Sub-Saharan Africa,1982,1890.22,98593.0,60.2
Senegal,Sub-Saharan Africa,1982,1518.48,6147783.0,48.49
Sierra Leone,Sub-Saharan Africa,1982,1465.01,3464522.0,42.29
Somalia,Sub-Saharan Africa,1982,1176.81,5828892.0,43.85
South Africa,Sub-Saharan Africa,1982,8568.27,31140029.0,57.89
Sudan,Sub-Saharan Africa,1982,1895.54,20367053.0,50.07
Swaziland,Sub-Saharan Africa,1982,3895.38,649901.0,55.75
Tanzania,Sub-Saharan Africa,1982,874.24,19844382.0,50.61
Togo,Sub-Saharan Africa,1982,1344.58,2644765.0,55.68
Uganda,Sub-Saharan Africa,1982,682.27,12939400.0,49.96
Zambia,Sub-Saharan Africa,1982,1408.68,6100407.0,52.04
Zimbabwe,Sub-Saharan Africa,1982,788.86,7636524.0,60.03
Afghanistan,South Asia,1982,978.01,12881816.0,39.76
Bangladesh,South Asia,1982,677.0,93074406.0,48.99
Bhutan,South Asia,1982,946.81,1333704.0,47.51
India,South Asia,1982,883.0,708000000.0,55.88
Maldives,South Asia,1982,985.5,164210.0,56.95
Nepal,South Asia,1982,718.37,15796314.0,49.27
Pakistan,South Asia,1982,1443.0,91462088.0,58.24
Sri Lanka,South Asia,1982,1648.08,15410151.0,68.55
Algeria,Middle East & North Africa,1982,5745.16,20033753.0,61.13
Bahrain,Middle East & North Africa,1982,19211.15,377967.0,68.61
Djibouti,Middle East & North Africa,1982,2879.47,305991.0,48.35
Iraq,Middle East & North Africa,1982,14150.44,14173318.0,61.42
Israel,Middle East & North Africa,1982,15367.03,3858421.0,74.31
Jordan,Middle East & North Africa,1982,4161.42,2347031.0,63.58
Kuwait,Middle East & North Africa,1982,31354.04,1497494.0,71.17
Lebanon,Middle East & North Africa,1982,7640.52,3086876.0,66.87
Libya,Middle East & North Africa,1982,17364.28,3344074.0,61.73
Morocco,Middle East & North Africa,1982,2702.62,20198730.0,59.21
Oman,Middle East & North Africa,1982,12954.79,1301048.0,62.23
Qatar,Middle East & North Africa,1982,57679.64,252300.0,66.87
Saudi Arabia,Middle East & North Africa,1982,33693.18,11254672.0,62.72
Tunisia,Middle East & North Africa,1982,3560.23,6734098.0,63.65
United Arab Emirates,Middle East & North Africa,1982,47211.4,1203634.0,68.49
West Bank and Gaza,Middle East & North Africa,1982,4336.03,1425876.0,64.07
"Yemen, Rep.",Middle East & North Africa,1982,1977.56,9657618.0,48.62
Argentina,America,1982,8997.9,29341374.0,70.05
Aruba,America,1982,10874.91,61569.0,72.76
Barbados,America,1982,12736.47,253522.0,72.7
Belize,America,1982,3732.09,153277.0,71.27
Bolivia,America,1982,3156.51,5642224.0,53.51
Brazil,America,1982,7030.84,128962939.0,63.22
Canada,America,1982,22898.79,25201900.0,75.76
Chile,America,1982,5095.67,11487112.0,70.36
Colombia,America,1982,4397.58,27764644.0,66.52
Costa Rica,America,1982,5262.73,2424367.0,73.5
Cuba,America,1982,7316.92,9789224.0,74.19
Ecuador,America,1982,7213.79,8365850.0,64.19
El Salvador,America,1982,4098.34,4474873.0,56.9
French Guiana,America,1982,7850.2986666666675,73999.0,68.97
Grenada,America,1982,3872.36,92112.0,65.42
Guadeloupe,America,1982,7850.2986666666675,340813.0,72.17
Guatemala,America,1982,4820.49,6395630.0,58.09
Guyana,America,1982,2334.36,761673.0,60.97
Haiti,America,1982,2011.16,5198399.0,51.25
Honduras,America,1982,3121.76,3669448.0,61.02
Jamaica,America,1982,6068.05,2298309.0,70.54
Martinique,America,1982,7850.2986666666675,342583.0,73.59
Mexico,America,1982,9611.15,71640904.0,67.5
Netherlands Antilles,America,1982,20008.69,176526.0,73.61
Nicaragua,America,1982,3470.34,2979423.0,59.27
Panama,America,1982,7009.6,2036305.0,70.66
Paraguay,America,1982,4258.5,3366439.0,66.98
Peru,America,1982,6434.5,18125129.0,61.26
Puerto Rico,America,1982,10330.99,3279001.0,73.81
Suriname,America,1982,6061.25,359611.0,66.33
Trinidad and Tobago,America,1982,9119.53,1116479.0,67.67
United States,America,1982,27243.47,232187835.0,74.65
Uruguay,America,1982,6920.22,2953997.0,70.83
Albania,Europe & Central Asia,1982,3630.88,2780097.0,70.32
Armenia,Europe & Central Asia,1982,14934.012285714283,3218691.0,70.78
Austria,Europe & Central Asia,1982,21597.08,7574613.0,73.18
Azerbaijan,Europe & Central Asia,1982,14934.012285714283,6369133.0,65.02
Belarus,Europe & Central Asia,1982,14934.012285714283,9778781.0,71.49
Belgium,Europe & Central Asia,1982,20979.85,9856303.0,73.93
Bosnia and Herzegovina,Europe & Central Asia,1982,4126.61,4172693.0,70.94
Bulgaria,Europe & Central Asia,1982,8224.19,8892098.0,71.08
Croatia,Europe & Central Asia,1982,13221.82,4413368.0,70.55
Cyprus,Europe & Central Asia,1982,11663.94,624300.0,74.93
Denmark,Europe & Central Asia,1982,21037.65,5117810.0,74.63
Estonia,Europe & Central Asia,1982,14934.012285714283,1504043.0,69.86
Finland,Europe & Central Asia,1982,18533.16,4826933.0,74.55
France,Europe & Central Asia,1982,20933.53,54433565.0,74.89
Georgia,Europe & Central Asia,1982,6359.83,5101213.0,69.74
Germany,Europe & Central Asia,1982,22031.53,78335266.0,73.67
Greece,Europe & Central Asia,1982,14767.21,9786480.0,75.09
Hungary,Europe & Central Asia,1982,12545.99,10705535.0,69.39
Iceland,Europe & Central Asia,1982,23269.61,233997.0,76.99
Ireland,Europe & Central Asia,1982,12618.32,3480000.0,73.23
Italy,Europe & Central Asia,1982,16537.48,56535636.0,74.98
Kazakhstan,Europe & Central Asia,1982,14934.012285714283,15303467.0,65.71
Latvia,Europe & Central Asia,1982,8728.46,2552229.0,69.71
Lithuania,Europe & Central Asia,1982,14934.012285714283,3491974.0,71.06
Luxembourg,Europe & Central Asia,1982,27078.42,365718.0,72.47
"Macedonia, FYR",Europe & Central Asia,1982,8078.87,1823791.0,69.69
Malta,Europe & Central Asia,1982,9683.25,360222.0,73.43
Moldova,Europe & Central Asia,1982,14934.012285714283,4055086.0,64.89
Montenegro,Europe & Central Asia,1982,11222.59,562548.0,74.09
Netherlands,Europe & Central Asia,1982,19900.97,14310401.0,76.05
Norway,Europe & Central Asia,1982,25172.0,4114787.0,75.97
Poland,Europe & Central Asia,1982,8451.53,36227381.0,71.32
Portugal,Europe & Central Asia,1982,11753.84,9859650.0,72.77
Romania,Europe & Central Asia,1982,9605.31,22356726.0,69.64
Serbia,Europe & Central Asia,1982,15181.09,9032824.0,70.29
Slovak Republic,Europe & Central Asia,1982,11348.55,5048043.0,70.8
Slovenia,Europe & Central Asia,1982,17866.72,1861252.0,71.16
Spain,Europe & Central Asia,1982,13926.17,37983310.0,76.3
Sweden,Europe & Central Asia,1982,21382.0,8325260.0,76.42
Switzerland,Europe & Central Asia,1982,28397.72,6468126.0,76.21
Tajikistan,Europe & Central Asia,1982,14934.012285714283,4193811.0,62.78
Turkey,Europe & Central Asia,1982,4601.84,47328791.0,60.91
Turkmenistan,Europe & Central Asia,1982,14934.012285714283,3018436.0,61.57
Ukraine,Europe & Central Asia,1982,14934.012285714283,50397455.0,69.9
United Kingdom,Europe & Central Asia,1982,18232.42,56339704.0,74.19
Uzbekistan,Europe & Central Asia,1982,14934.012285714283,16849973.0,66.1
Australia,East Asia & Pacific,1982,19477.01,15184200.0,74.74
Brunei,East Asia & Pacific,1982,62407.21,199468.0,71.4
Cambodia,East Asia & Pacific,1982,624.48,7272485.0,47.16
China,East Asia & Pacific,1982,1044.34,1000281000.0,66.37
Fiji,East Asia & Pacific,1982,3209.26,658906.0,64.55
French Polynesia,East Asia & Pacific,1982,19673.49,160416.0,65.72
"Hong Kong, China",East Asia & Pacific,1982,14560.53,5264500.0,75.21
Indonesia,East Asia & Pacific,1982,1516.87,153343000.0,55.92
Japan,East Asia & Pacific,1982,19384.11,118454974.0,77.11
"Korea, Dem. Rep.",East Asia & Pacific,1982,3373.0,17647518.0,69.04
"Korea, Rep.",East Asia & Pacific,1982,4859.0,39326000.0,66.66
"Macao, China",East Asia & Pacific,1982,15856.62,270811.0,73.49
Malaysia,East Asia & Pacific,1982,4920.36,14441916.0,67.7
"Micronesia, Fed. Sts.",East Asia & Pacific,1982,4745.83,82188.0,65.37
Mongolia,East Asia & Pacific,1982,2000.6,1756032.0,57.34
Myanmar,East Asia & Pacific,1982,1003.82,34680442.0,58.12
New Caledonia,East Asia & Pacific,1982,24831.15,145000.0,68.19
New Zealand,East Asia & Pacific,1982,17632.41,3210650.0,73.84
Papua New Guinea,East Asia & Pacific,1982,1722.78,3139596.0,52.18
Philippines,East Asia & Pacific,1982,2603.27,53456774.0,61.95
Samoa,East Asia & Pacific,1982,3301.91,158084.0,60.92
Singapore,East Asia & Pacific,1982,15169.16,2651869.0,71.66
Solomon Islands,East Asia & Pacific,1982,1467.4,250516.0,58.56
Taiwan,East Asia & Pacific,1982,8086.0,18501390.0,72.16
Thailand,East Asia & Pacific,1982,2393.22,48827160.0,67.44
Timor-Leste,East Asia & Pacific,1982,9381.893214285712,594947.0,38.02
Tonga,East Asia & Pacific,1982,3287.05,92201.0,68.0
Vietnam,East Asia & Pacific,1982,707.24,56142181.0,58.71
Vanuatu,East Asia & Pacific,1982,2834.89,123745.0,59.65
Angola,Sub-Saharan Africa,1983,2584.56,7238214.0,40.97
Benin,Sub-Saharan Africa,1983,1187.14,3748839.0,51.42
Botswana,Sub-Saharan Africa,1983,5079.53,1006466.0,61.85
Burkina Faso,Sub-Saharan Africa,1983,778.05,6804810.0,45.75
Burundi,Sub-Saharan Africa,1983,563.3,4692262.0,47.75
Cameroon,Sub-Saharan Africa,1983,2461.92,9521511.0,53.09
Cape Verde,Sub-Saharan Africa,1983,1274.12,309265.0,63.08
Chad,Sub-Saharan Africa,1983,886.92,5073154.0,49.56
Comoros,Sub-Saharan Africa,1983,1283.26,356997.0,53.11
"Congo, Dem. Rep.",Sub-Saharan Africa,1983,665.85,31444001.0,47.3
"Congo, Rep.",Sub-Saharan Africa,1983,4974.83,1828053.0,60.33
Cote d'Ivoire,Sub-Saharan Africa,1983,2411.97,9360268.0,56.39
Equatorial Guinea,Sub-Saharan Africa,1983,917.08,299577.0,43.89
Eritrea,Sub-Saharan Africa,1983,536.48,2693884.0,44.13
Ethiopia,Sub-Saharan Africa,1983,590.64,39204501.0,43.82
Gabon,Sub-Saharan Africa,1983,15510.03,778618.0,57.02
Ghana,Sub-Saharan Africa,1983,784.53,12150541.0,53.88
Guinea,Sub-Saharan Africa,1983,848.68,4816673.0,44.87
Guinea-Bissau,Sub-Saharan Africa,1983,752.58,845212.0,41.56
Kenya,Sub-Saharan Africa,1983,1305.72,18349550.0,58.92
Lesotho,Sub-Saharan Africa,1983,710.85,1447280.0,55.39
Liberia,Sub-Saharan Africa,1983,551.96,2014375.0,47.44
Madagascar,Sub-Saharan Africa,1983,1277.05,9432079.0,49.0
Malawi,Sub-Saharan Africa,1983,640.17,6702443.0,45.91
Mali,Sub-Saharan Africa,1983,634.54,7116320.0,40.96
Mauritania,Sub-Saharan Africa,1983,1516.61,1661573.0,54.05
Mauritius,Sub-Saharan Africa,1983,3664.7,1002175.0,66.98
Mayotte,Sub-Saharan Africa,1983,2039.526222222222,60414.0,69.58
Mozambique,Sub-Saharan Africa,1983,422.85,12772878.0,42.78
Namibia,Sub-Saharan Africa,1983,3956.89,1134107.0,59.31
Niger,Sub-Saharan Africa,1983,870.32,6604789.0,39.94
Nigeria,Sub-Saharan Africa,1983,1448.42,74154971.0,44.95
Reunion,Sub-Saharan Africa,1983,5467.59,523170.0,70.06
Rwanda,Sub-Saharan Africa,1983,902.56,5701104.0,47.0
Sao Tome and Principe,Sub-Saharan Africa,1983,1687.83,100842.0,60.51
Senegal,Sub-Saharan Africa,1983,1509.42,6342309.0,49.04
Sierra Leone,Sub-Saharan Africa,1983,1414.02,3538074.0,42.43
Somalia,Sub-Saharan Africa,1983,1037.61,6002525.0,44.36
South Africa,Sub-Saharan Africa,1983,8187.6,32143960.0,58.45
Sudan,Sub-Saharan Africa,1983,1811.71,21750815.0,50.36
Swaziland,Sub-Saharan Africa,1983,3782.51,672690.0,56.45
Tanzania,Sub-Saharan Africa,1983,845.05,20437869.0,50.8
Togo,Sub-Saharan Africa,1983,1228.04,2738544.0,56.05
Uganda,Sub-Saharan Africa,1983,711.85,13321200.0,49.95
Zambia,Sub-Saharan Africa,1983,1329.5,6337427.0,52.08
Zimbabwe,Sub-Saharan Africa,1983,771.84,7928538.0,60.52
Afghanistan,South Asia,1983,1013.13,12934937.0,39.98
Bangladesh,South Asia,1983,693.0,95384346.0,49.65
Bhutan,South Asia,1983,999.68,1362337.0,48.1
India,South Asia,1983,933.0,723000000.0,56.22
Maldives,South Asia,1983,1112.25,169830.0,57.47
Nepal,South Asia,1983,679.89,16199649.0,49.85
Pakistan,South Asia,1983,1497.0,94147312.0,58.51
Sri Lanka,South Asia,1983,1709.46,15618275.0,68.76
Algeria,Middle East & North Africa,1983,5853.66,20680982.0,61.96
Bahrain,Middle East & North Africa,1983,19765.09,393022.0,69.14
Djibouti,Middle East & North Africa,1983,2821.91,316123.0,48.7
Iraq,Middle East & North Africa,1983,12567.34,14652218.0,61.66
Israel,Middle East & North Africa,1983,15630.64,3926893.0,74.82
Jordan,Middle East & North Africa,1983,4083.58,2439504.0,64.01
Kuwait,Middle East & North Africa,1983,32366.58,1565822.0,71.7
Lebanon,Middle East & North Africa,1983,7582.8,3089792.0,67.05
Libya,Middle East & North Africa,1983,16643.32,3484531.0,62.67
Morocco,Middle East & North Africa,1983,2616.83,20740299.0,59.93
Oman,Middle East & North Africa,1983,14428.57,1363189.0,63.31
Qatar,Middle East & North Africa,1983,52169.59,283926.0,67.19
Saudi Arabia,Middle East & North Africa,1983,28412.06,11912032.0,63.5
Tunisia,Middle East & North Africa,1983,3658.69,6859890.0,64.36
United Arab Emirates,Middle East & North Africa,1983,42152.15,1315978.0,68.97
West Bank and Gaza,Middle East & North Africa,1983,4482.74,1474659.0,64.68
"Yemen, Rep.",Middle East & North Africa,1983,2032.19,9936258.0,49.53
Argentina,America,1983,9238.61,29801763.0,70.27
Aruba,America,1983,11672.8,62483.0,72.94
Barbados,America,1983,12679.08,254918.0,73.0
Belize,America,1983,3580.48,156825.0,71.5
Bolivia,America,1983,2965.56,5737434.0,54.26
Brazil,America,1983,6672.28,131891729.0,63.6
Canada,America,1983,23329.8,25456300.0,76.13
Chile,America,1983,4868.24,11686845.0,70.91
Colombia,America,1983,4406.32,28389398.0,66.95
Costa Rica,America,1983,5257.08,2494353.0,73.86
Cuba,America,1983,7453.54,9885596.0,74.33
Ecuador,America,1983,6876.0,8593494.0,64.82
El Salvador,America,1983,4083.37,4521153.0,57.56
French Guiana,America,1983,7747.417333333334,78844.0,69.49
Grenada,America,1983,3816.39,91899.0,65.62
Guadeloupe,America,1983,7747.417333333334,345275.0,72.53
Guatemala,America,1983,4587.98,6546945.0,58.56
Guyana,America,1983,2180.61,760529.0,61.08
Haiti,America,1983,1988.46,5297652.0,51.61
Honduras,America,1983,2997.61,3795505.0,61.82
Jamaica,America,1983,6186.72,2306556.0,70.62
Martinique,America,1983,7747.417333333334,345978.0,73.96
Mexico,America,1983,9063.14,73362881.0,67.94
Netherlands Antilles,America,1983,19721.51,178902.0,73.86
Nicaragua,America,1983,3551.18,3048600.0,59.69
Panama,America,1983,6916.65,2077631.0,70.94
Paraguay,America,1983,4015.03,3462731.0,67.08
Peru,America,1983,5452.54,18516941.0,61.86
Puerto Rico,America,1983,10263.66,3316031.0,73.94
Suriname,America,1983,5722.81,365602.0,66.53
Trinidad and Tobago,America,1983,8280.37,1133265.0,67.83
United States,America,1983,28119.69,234307207.0,74.71
Uruguay,America,1983,6475.01,2972570.0,71.1
Albania,Europe & Central Asia,1983,3652.08,2837315.0,70.67
Armenia,Europe & Central Asia,1983,15123.382,3270153.0,70.52
Austria,Europe & Central Asia,1983,22266.66,7552896.0,73.25
Azerbaijan,Europe & Central Asia,1983,15123.382,6470276.0,65.17
Belarus,Europe & Central Asia,1983,15123.382,9845174.0,71.28
Belgium,Europe & Central Asia,1983,20979.01,9855520.0,73.93
Bosnia and Herzegovina,Europe & Central Asia,1983,4138.77,4207275.0,71.21
Bulgaria,Europe & Central Asia,1983,8052.37,8910284.0,71.25
Croatia,Europe & Central Asia,1983,13260.78,4430941.0,70.61
Cyprus,Europe & Central Asia,1983,12125.95,631800.0,75.16
Denmark,Europe & Central Asia,1983,21610.89,5114297.0,74.5
Estonia,Europe & Central Asia,1983,15123.382,1514671.0,69.78
Finland,Europe & Central Asia,1983,18920.9,4855787.0,74.46
France,Europe & Central Asia,1983,21265.16,54649810.0,74.87
Georgia,Europe & Central Asia,1983,6579.72,5130925.0,69.81
Germany,Europe & Central Asia,1983,22485.38,78121655.0,73.9
Greece,Europe & Central Asia,1983,14766.5,9840526.0,75.41
Hungary,Europe & Central Asia,1983,12435.83,10689463.0,68.95
Iceland,Europe & Central Asia,1983,22499.9,237041.0,76.63
Ireland,Europe & Central Asia,1983,12501.69,3504000.0,73.26
Italy,Europe & Central Asia,1983,16717.44,56630129.0,74.8
Kazakhstan,Europe & Central Asia,1983,15123.382,15466787.0,66.12
Latvia,Europe & Central Asia,1983,9127.3,2569826.0,69.47
Lithuania,Europe & Central Asia,1983,15123.382,3523380.0,70.98
Luxembourg,Europe & Central Asia,1983,27876.96,365885.0,73.35
"Macedonia, FYR",Europe & Central Asia,1983,8102.68,1831444.0,69.78
Malta,Europe & Central Asia,1983,9751.66,355773.0,73.72
Moldova,Europe & Central Asia,1983,15123.382,4082711.0,65.2
Montenegro,Europe & Central Asia,1983,11255.65,565705.0,74.23
Netherlands,Europe & Central Asia,1983,20247.92,14362381.0,76.25
Norway,Europe & Central Asia,1983,26036.0,4128432.0,76.03
Poland,Europe & Central Asia,1983,8786.11,36571418.0,71.16
Portugal,Europe & Central Asia,1983,11718.43,9872243.0,72.69
Romania,Europe & Central Asia,1983,9498.4,22407281.0,69.65
Serbia,Europe & Central Asia,1983,15225.82,9087632.0,70.36
Slovak Republic,Europe & Central Asia,1983,11492.08,5081376.0,70.49
Slovenia,Europe & Central Asia,1983,17919.36,1878555.0,70.88
Spain,Europe & Central Asia,1983,14203.11,38184166.0,76.08
Sweden,Europe & Central Asia,1983,21910.0,8329028.0,76.66
Switzerland,Europe & Central Asia,1983,28396.89,6501073.0,76.22
Tajikistan,Europe & Central Asia,1983,15123.382,4315817.0,62.99
Turkey,Europe & Central Asia,1983,4645.47,48440170.0,61.23
Turkmenistan,Europe & Central Asia,1983,15123.382,3091431.0,61.87
Ukraine,Europe & Central Asia,1983,15123.382,50573066.0,69.88
United Kingdom,Europe & Central Asia,1983,18865.5,56382623.0,74.44
Uzbekistan,Europe & Central Asia,1983,15123.382,17298283.0,66.42
Australia,East Asia & Pacific,1983,19214.56,15393500.0,75.55
Brunei,East Asia & Pacific,1983,60976.16,206154.0,71.77
Cambodia,East Asia & Pacific,1983,648.64,7499259.0,50.08
China,East Asia & Pacific,1983,1107.46,1023288000.0,66.54
Fiji,East Asia & Pacific,1983,3005.77,671914.0,64.98
French Polynesia,East Asia & Pacific,1983,20154.29,165319.0,66.35
"Hong Kong, China",East Asia & Pacific,1983,15156.55,5345100.0,75.45
Indonesia,East Asia & Pacific,1983,1533.45,156623000.0,56.7
Japan,East Asia & Pacific,1983,19698.72,119269949.0,77.14
"Korea, Dem. Rep.",East Asia & Pacific,1983,3373.0,17917990.0,69.4
"Korea, Rep.",East Asia & Pacific,1983,5373.0,39910000.0,67.15
"Macao, China",East Asia & Pacific,1983,16720.55,285451.0,74.19
Malaysia,East Asia & Pacific,1983,5096.8,14793099.0,68.14
"Micronesia, Fed. Sts.",East Asia & Pacific,1983,4692.94,84942.0,65.45
Mongolia,East Asia & Pacific,1983,2059.48,1805004.0,57.85
Myanmar,East Asia & Pacific,1983,1027.35,35364794.0,58.32
New Caledonia,East Asia & Pacific,1983,23929.05,146584.0,68.58
New Zealand,East Asia & Pacific,1983,17919.54,3245800.0,73.94
Papua New Guinea,East Asia & Pacific,1983,1732.49,3216925.0,52.55
Philippines,East Asia & Pacific,1983,2592.63,54697515.0,62.36
Samoa,East Asia & Pacific,1983,3310.12,160155.0,61.42
Singapore,East Asia & Pacific,1983,16265.91,2689263.0,71.92
Solomon Islands,East Asia & Pacific,1983,1613.28,259953.0,58.19
Taiwan,East Asia & Pacific,1983,8594.0,18803390.0,72.15
Thailand,East Asia & Pacific,1983,2482.77,49694245.0,68.07
Timor-Leste,East Asia & Pacific,1983,9496.101428571428,613839.0,39.56
Tonga,East Asia & Pacific,1983,3523.52,92628.0,68.24
Vietnam,East Asia & Pacific,1983,729.51,57436347.0,59.35
Vanuatu,East Asia & Pacific,1983,3359.3,127335.0,60.11
Angola,Sub-Saharan Africa,1984,2527.47,7439658.0,41.08
Benin,Sub-Saharan Africa,1984,1243.82,3861680.0,51.68
Botswana,Sub-Saharan Africa,1984,5450.44,1042702.0,62.31
Burkina Faso,Sub-Saharan Africa,1984,770.53,6982590.0,46.01
Burundi,Sub-Saharan Africa,1984,549.69,4802889.0,48.0
Cameroon,Sub-Saharan Africa,1984,2575.35,9815056.0,53.69
Cape Verde,Sub-Saharan Africa,1984,1301.51,314237.0,63.54
Chad,Sub-Saharan Africa,1984,896.32,5125782.0,49.96
Comoros,Sub-Saharan Africa,1984,1291.09,365813.0,53.49
"Congo, Dem. Rep.",Sub-Saharan Africa,1984,683.46,32337982.0,47.46
"Congo, Rep.",Sub-Saharan Africa,1984,5137.42,1883386.0,60.43
Cote d'Ivoire,Sub-Saharan Africa,1984,2250.26,9701389.0,56.56
Equatorial Guinea,Sub-Saharan Africa,1984,1103.64,314447.0,44.27
Eritrea,Sub-Saharan Africa,1984,513.94,2759280.0,44.41
Ethiopia,Sub-Saharan Africa,1984,565.82,40072430.0,44.07
Gabon,Sub-Saharan Africa,1984,16193.67,804827.0,57.86
Ghana,Sub-Saharan Africa,1984,807.25,12829647.0,54.17
Guinea,Sub-Saharan Africa,1984,833.19,5045067.0,45.32
Guinea-Bissau,Sub-Saharan Africa,1984,765.49,864949.0,42.02
Kenya,Sub-Saharan Africa,1984,1279.51,19051861.0,59.17
Lesotho,Sub-Saharan Africa,1984,752.06,1483833.0,55.84
Liberia,Sub-Saharan Africa,1984,531.2,2074333.0,47.37
Madagascar,Sub-Saharan Africa,1984,1196.06,9701947.0,49.12
Malawi,Sub-Saharan Africa,1984,649.03,6909279.0,46.25
Mali,Sub-Saharan Africa,1984,651.28,7238471.0,41.28
Mauritania,Sub-Saharan Africa,1984,1372.51,1703154.0,54.4
Mauritius,Sub-Saharan Africa,1984,3799.59,1012005.0,67.39
Mayotte,Sub-Saharan Africa,1984,2045.4642222222221,63594.0,70.02
Mozambique,Sub-Saharan Africa,1984,406.6,12923005.0,42.74
Namibia,Sub-Saharan Africa,1984,3789.58,1169268.0,59.72
Niger,Sub-Saharan Africa,1984,704.61,6777992.0,40.13
